Market_place,URL,Product_name,SKU,Price,Currency,Subject,Author,Date,Review,Stars,like,dislike
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,It’s a toilet,Megan,"December 11, 2021","Inexpensive toilet, seems to work fine. The seat is very uncomfortable however so I will be buying a new soft close seat that is hopefully more comfortable to sit on.. I don’t like that the tank sits out so far from the wall. Now I have a big gap and have to find something to cover that area because it looks ridiculous.",4,6.0,2.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,As Advertised,wilson,"December 3, 2019","With the mixed reviews I was expecting some kind of complication, but there was none. This was a self install, for my son's bathroom. Nothing broke or missing when unpacking (albeit the box was banged up). Instruction pamphlet was helpful, installed without problem. The pre-installed flush mechanism operates (after required adjustment) with no problem. Flushes well, only need to flush one time. It's been nearly one month since install and no problems thus far. The toilet seat is a bit flimsy but...",4,41.0,8.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Nice Toilet,codeman19us,"September 22, 2012","After doing research to find the best bang for my buck I purchased this toilet and I'm glad I did. I like the taller height, it seems weird to sit on the standard size after purchasing this toilet. After a couple months satisfaction and no problems I purchased 2 more to install in the other bathrooms. I would disagree with a few of the comments of having to flush twice, I have not had this trouble. The flush seems powerful to flush everything down so I'm not sure if they are commenting on the wrong toilet or maybe they don't have very high water pressure.......idk. I agree with everyone on the toilet seat that is supplied with the toilet, its junk!",5,119.0,15.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great Value,Badlln,"February 25, 2017",I bought two of these to replace 16 year old toilets as my water bill is getting higher monthly in Florida. I put good wooden seats on them with silicone rings for protective support and have had no problems. I also purchased a jumble wax ring plus used the standard one for each toilet as set them on ceramic tile floors over a concrete foundation slab. I put a small squirt of Dawn liquid dish detergent in them and swirl the toilet brush around to clean them. I have hard water here without a water softener and have no rust stain or scaling issues like I did with my old toilets. The extra height makes a huge difference as we get older.,5,136.0,25.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,"Great product, great value",Handymanexpert,"April 18, 2012","I was looking for an ADA height compliant toilet. I purchased this one after extensive search for a good name brand, good features, and good value. Included with the toilet are the wax ring, hardware, and seat (the seat isn't too comfortable but you can get used to it) that make this an even better bang for my buck. 4 stars for the design b/c of the toilet seat. Otherwise, the toilet has an excellent design. Would purchase more of the same if the need arises. Pros: Excellent water circulation, quiet flush, one flush is all it takes, good design, easy installation, everclean bowl. Cons: None after daily use for 2 months.",5,167.0,23.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Big mistake,patience,"October 4, 2014","I like the facts that this toilet uses very little water and that it is chair height. I don't like the fact that it needs to be cleaned EVERY Day. When it flushes the water doesn't swirl like most toilets do. In stead of swirling it bubbles up. Looks pretty darn gross when there is solid waste in the bowl and this type of water action doesn't do much for cleaning the sides of the bowl, therefore It needs to be cleaned every day. There is just no force behind the water even when it goes into the bowl from the tank. I have had two previous low flow toilets in another residence and neither of them were as bad as this one. Wish I had chosen a different one.",1,81.0,19.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,American Standturd,Summer,"April 14, 2015","A couple of weeks ago we picked up this toilet after reading mostly good reviews. We needed a toilet with a minimal depth measurement for a small bathroom. We had it installed four days ago. The size was great, it was as good looking a toilet as any, and it was comfortable. Unfortunately, it did NOT get the job done. We made all of the appropriate adjustments but the level of flush power was never more than zero. It couldn't even take down one extra square of tp. Judging by the recent one star reviews this wasn't the only defective one. Thankfully Lowes let us return it and we spent a little more to get a functional toilet.",1,70.0,12.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Wouldn't Flush Properly,homeguy,"April 4, 2015","When flushing, it only filled the basin, but wouldn't flush the waste out. The only way it would flush was when we held the handle down. In speaking with American Standard, we determined that it must have a bad trap in the toilet itself. Very disappointing. The other reviews are decent (for the most part) so we must have gotten a lemon. Apart from that, this model doesn't clean itself really well. When flushing waste, it always leaves bits on the sides of the stool. In the 2 weeks we had it, we found that we had to continually clean the stool to keep it looking decent. In the end, we are obviously very disappointed.",1,28.0,2.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Piece of junk!,junk,"September 25, 2018","I had to replace my older toilet and found this one online. I wish I had never purchased it! As soon as my plumber left it start ""running."" I haven't had this piece of crap a week and the plumber has been here just about every other day for the same problem! Today he's replacing the ""guts"" in the tank. Everything is so cheaply made that different parts break as soon as you touch them! Then there is the seat . . . another cheap piece of crap! If you sit on the seat for longer than 30 seconds it practically rips the skin off the back of your thighs! If my plumber can't fix it today I'm be buying another toilet . . . made by Kohler!",1,20.0,6.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Should have bought a cheaper one,oldfart,"August 31, 2011","I read all the hype on the box and sounded impressive. Install was easy enough, no problems. Uses a lot less water than the old one of course since its new. was impressed reading about the no stain feature so that was the main reason to purchase this model. Well, waste still sticks to the bowl since it doesn't hold much water and the flush isn't enough to really clean the bowl. Could have got same poor flush with cheaper model I guess. Only had trouble flushing one time, which is far better than the old one of course. Still have to brush the water ring just like the old one, Wife likes the taller seat height which still works well. Its an ok unit but not at that price. Thats my 2 cents",3,62.0,10.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Bought 2 exactly the same.,Mick,"June 8, 2013",I bought two Mainstream White 1.28 GPF High Efficiency WaterSense Round 2-Piece Toilets. One flushes very well the other not good at all. You have to flush it about four times before it works. I know it is not the line because the old toilet flushed well. We remodeled two bathrooms and wanted high seat toilets so I purchased two of the same model. Now I have to take one back up and return it to Lowes for an exchange. I am not impressed with American Standard to say the least. This is a lot of trouble and expense on my part. I was told a cheaper model was just as good but I had confidence in American Standard. Boy was I wrong! It has been installed just four days now.,1,38.0,15.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Does what it needs to do,Greg,"November 6, 2011","The first time I flushed this after I installed it I was not sure it could handle everything on one flush, but after having it for a week, I never had a problem with it. In fact the toilet it replaced clogged up a lot, and used more water. This one never has so far, and it has flushed everything I have thrown at it. I am amazed that it can use so little water, the tank over flow is only half way to the top of the tank, but it does what it needs to do. I am so impressed, I just bought 2 more for my sisters house. The seat's a little flimsy, but big deal, 10 bucks takes care of that.",5,44.0,6.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Manufacture Defect,Tony,"February 1, 2014","I purchased this toilet to replace an old one which had developed a leak due to a crack in the tank. I installed it only to my dismay it had some sort of leak. No matter what I did, I found a small puddle of water on the floor the next day. I had to completely disassemble the unit, re-package it in the original box and return it to the store for an exchange. The store was extremely gracious and exchanged it with no problem. The only problem was the inconvenience of having to perform the job twice. The replacement toilet so far is performing well, no leaks.",4,27.0,1.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Does the job,DavidT,"December 25, 2011","We were looking for a taller toilet because my wife has had both knees replaced. After reading all the reviews we decided on this one and are very happy with the decision. Those who have reported poor flushing must have not adjusted the water level properly because we have not experienced any problems. Now there are only the two of us so I cannot comment on how it would be with a family of youngsters but it seems that it would be OK. The toilet seat is cheap but fortunately the old one, purchased new last year, fits well. The installation went well and I see no need for an extra wax ring, but you can always get one and take it back if not needed. Buy the way veterans and active military - show your card at checkout.",5,46.0,7.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Poor Quality Control,Caver,"June 20, 2013","Just installed to replace a low flow, one piece low boy toilet. Had to remove excess porcelain around the toilet seat holes to get the seat to fit straight. Also had toilet rock problems that did not exist with old one. A standard wax ring nor an over-sized wax ring would not work due to the deep recess of the mating ring on the bottom of the fixture; had to install a spacer ring. This wasn't an issue with the original fixture. So far, flush seems weak and the 'hold the handle' complaint is present. I have two other AmerStd toilets (Cadet model) that seem much more powerful.",3,37.0,6.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great value,Xxxxxxxxx,"January 16, 2013","I had a Kohler which broke, so I need a toilet quickly. I drove to Lowe's as someone recommended an American Standard. I did not want to spend a lot of money so I saw the mainstream for $139. Had it installed same day. It's only been 1 day, but the as soon as it was installed I dropped a deuce . I flushed with great anxiety , but it went down like a submarine. It has a nice quiet flush. I also tried throwing baby wipes in for test flushes....no problem. My Kohler was a 1.6 GPF and this one is a 1.28 GPF. The Kohler would have clogged. I am very impressed with its flushing power. I had the installation guy set the float up high so I get some extra water in the tank. Anyway I'm very impressed so far.",5,36.0,8.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Bought 2 toilets at the same time,Grandpa,"May 14, 2014","These toilets do not flush everything down. I have had one installed for about 6 months in a guest bathroom used occasionally. Every time it has to flush something, you have to grab a plunger, because the odds are, it will not go down. This is one of the worse flushing toilets I have ever used. The only thing ""Standard"" about this toilet is, you will have to flush twice to get anything down. Both of the toilets have very poor flushing power. I have tried everything. On Easter Day, I had my son to take the toilet off the wall, and put a new wax ring down, in case it didn't have a good seal. That did not help at all. My only option left before buying new toilets, is to buy a Fill Valve replacement kit and see if that helps. I am very aggravated and disappointed.",1,33.0,1.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,threw my instincts off.. but good product,rhel,"April 20, 2012","I had a good recc. on this from a friend, and knew it would be the next one I put in. After it was in - I was starting to fear I had made a mistake. I put the tank on and filled it with water - and it hardly did anything. I went against my instincts and instead of fiddling with things in the tank flushed it again about three times. It started to act normally after all of the water levels for bowl and tank had equalized. I know previous reports say it 'feels like there isn't enough water'. I really wanted to try to crank that water level up out of instinctt. The water flushes from the front of the trapway and pushes everything straight back. At 1.28 gal it does the trick -but doesn't sound impressive or look impressive. It just works. I was speculative of it for an entire day and a half - but no one in the family seems to have trouble.",4,33.0,0.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Not a dual flush but rather a double flush...,Mike,"December 23, 2011","I installed this unit a week ago, installation was very easy (less than one hour). Setting the float to fill 3/8 "" below the overflow tube height as stated doesn't create enough power to complete the flush. A higher water level hasn't helped either. Paper seems to want to stick in the 7:00 location of the bowl. Toilet seat lid is so thin it buckles if you sit on it. Not a bad unit but not as the main toilet of the house. Get a second ""wax only"" ring in addition to the supplied ring for the installation, more wax is better than not enough.",2,60.0,11.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Missing parts by design and installation instruct,Donald,"April 8, 2015","After installing the Mainstream totlet it leaked at the water closet bolts. I call American standard maincompany and informed them of the result. They informed me that the assembly instruction were wrong and that I am missing some. The part are in the process of being. At present we are pailing water into the bow to flush the unit. I am suspecious that all of the units at Lowes have the same defect. I would appreciate it if there was credit for my troubles, as I will have to reassembly the unit with the new missing parts and the inefficient of dumping water into the totlet bow and water damage to the bathroom floor. ( The running water to the totlet is cut off.)",1,4.0,1.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Buying a second one for another bathroom,Rich,"June 16, 2017","I replaced an original toilet in my house (built in 1971) with this model in December 2016. We are getting a second one to replace another original toilet even though it is still working. The new one uses a LOT less water and we like the higher height. It was very easy to switch. We did purchase the flexible rubber ring instead of using a wax ring to seal it to the drain. When setting the toilet and you don't align it correctly the first time, the wax ring can get deformed and may cause it to leak. The flexible one will retain its shape and seal the toilet to the floor drain.",5,6.0,0.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Not the American Standard from the Past,Robbi,"June 6, 2014","This went back the same day. 1) First one purchased, the tank was cracked in two places. Lowe's let us get another in it's place. 2) Too much gap between the tank and the bowl. Also, too much gap between the tank and the wall. This was to replace an old American Standard toilet that had a much larger tank. I know there are things you can shim it up with in both places, but the tank never really seated on the bowl properly and it leaked. We were worried the first time someone leaned against the back of the toilet it would crack and break, our plumber agreed. There is no instance that I would recommend this product to anyone. I would rather use our camping toilet. We ended up increasing our budget for a Kohler 1-piece design. It was well worth the extra money.",1,16.0,1.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Should have spent more (or less),Eric,"January 6, 2012","I don't understand the discrepancy between reviews. Most are overall positive, but my experience matches the negative reviews. Are there two different toilets being sold as this model? I have barely used it, but it routinely takes three or four flushes to finish the job, and that's after significantly raising the water level in the tank (probably using over 2 gallons/flush instead of the advertised 1.28). I should have either spent more for a toilet that works right or less, because I can't imagine the cheaper ones are any worse.",1,69.0,19.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,nice toilet,houseproud,"June 30, 2012",I bought two of these to replace one leaky toilet in a bathroom that's rarely used and the main bathroom toilet. Installation was pretty easy once the old toilets were removed. Tip: buy a flange just in case you need one- there's nothing worse than removing a toilet and finding out that the existing flange is in poor shape and not being able to run to the store because they're all closed. Flushing power is impressive for a low flow toilet- haven't had any problems since install over two months ago.,5,10.0,0.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great experance.,Big PaPa Greene,"June 22, 2011",Replacing a ca-mode is not what most people look to do in there spare time. I have to admit this one was quite simple to assemble and a breeze to install. With is raised height it made it so much more comfortable on my arthritic bones and bad knees. It is now the easiest seat in the house for sitting and getting off. It easily handles loads my other ca-mode could not handle in the least. No more plungers each time I #2. Thanks.,5,186.0,32.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,OOF-TAH,Charlie two-tone,"April 8, 2011","Uses much less water than expected. I thought the tank wasn't filling up enough but that was the purpose (less water, duh). Easy to install and 1 1/2 to 2 inches taller than standard. Quiet, efficient, and one flush does the job. It's my 2nd favorite chair - a close second to my recliner (because reclining was not an option with this toilet). I am buying another.",5,591.0,81.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,2nd purchase of a Mainstream Toilet,Clarks-Critters,"February 11, 2013","Bought a second one because of the success of the 1st purchase. Everything went fine until it had to be installed. Became a problem as the old toilet had been there for some 30 years plus. Base went on rather easily. It was the water tank that became a problem. Would not seat properly and developed ""leaks"" as it wabbled. Afraid to tighten the bolts too much for fear of cracking the tank. Not sure of the problem. Had to use shims to stabilize. Took several tries to get them to stay in place. At least for the present it is usable. Suspect a slight defect in Mfg. or the wrong size seal was in the box. No real way of telling.",3,6.0,5.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Do not purchase this toilet cost me over $1000,Jeff,"October 28, 2020",These toilets have been nightmares. I purchased 2 and both have had issues with running continuously. First one about a year ago made some adjustments to the one and it sometimes leaks but not as often as the other. We actually received a message from our town about excessive water usage. We Used 120 thousand gallons of water in 6 months. They said it was likely a faulty toilet and they were absolutely correct. That is absolutely crazy 120k gallons . I made the same adjustments to the float which worked for a bit but now It is leaking again. These toilets have cost well more over time than you could imagine. I'm actually considering contacting the company to have the reimburse the excessive water bill and pay for new toilets am not happy at all. Do yourself a favor purchase a different toilet. Spend a little more and look for long term reviews not just reviews of people who just installed the toilet. This was 2 of the same exact toilet our water usage keeps doubling. A year ago it was $150 last payment was $279. This most recent was $507,1,12.0,4.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great buy.,Hackergolfer,"May 29, 2012","Best thing I like is the taller height and quiet flush. Put in smaller bathroom. Did not use seat that was included, was flimsy. I had a better seat that we used instead. Would purchase again. Had my plumber install and he had no problems. I had toilet in trunk of my car and I was rear ended - it survived!",5,379.0,40.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Mainstream Toilet,Bob,"May 18, 2011","I can't see how anyone has trouble with the flush on this one. All I had to do was adjust the water level & it works great. We like the fact that it is higher, it makes it much easier to get up. The older you get the more important that is to you.",5,744.0,70.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great buy..,meggie,"December 8, 2011","This toilet was part of a bathroom renovation. My husband picked it because you can find parts for it easily, and it uses less water. When my brother pulled the toilet out of the box, I think he was stunned. The tank is pretty small. He installed it with no problems. I bought another toilet seat because of all the comments in reviews here. We all looked at the commode with doubt. It didn't look like it had enough water in it, and it didn't look like the tank held enough water for a good flush. Not so, oh, you unbelievers! We have used the toilet for the past four days, and, somehow, this little toilet with its little bit of water flushes everything down cleanly! That is not to say it's perfect, since we've only used it for four days. I will tell you that it is pretty amazing. My husband is impressed, and he is a pretty hard sell.. If you need a new toilet, this might just be the one for you.",5,216.0,38.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,American Standard Mainstream White WaterSense Labe,Bob,"May 19, 2018",This was complete with everything I needed to install it. It works great. Perhaps one suggestion. I'm 79 years old. An employee helped me load it into my pickup. When I got home I had a real struggle getting it into the house. When I went to install it I found that it was in two pieces. Instead of struggling with the 90 pound box I could have taken it out of the box while on the truck and only been lifting about 45 pounds per piece. An associate could suggest that this product is in two pieces which would make handling it much easier. The suggestion could boost sales of this product. 'nuff said. Bob,5,2.0,0.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Excellent replacement toilet,DBYork,"February 28, 2013","Our old unit was a poor flusher; this one is very superior. My installing plumber told me that over the years the earlier econo-flush toilets were poorly designed, but that this new generation is better engineered for good daily results. I've found this to be true. Rarely is a second flush necessary, and that may be due to someone's excessive use of toilet paper. Our water bill is down, and we're pleased.",5,27.0,2.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Glad I made this purchase,Lizzy,"September 21, 2013",I had chosen a toilet to purchase prior to going to the store. Of course when I got there I got caught up in looking and comparing. I purchased this toilet prior to reading any reviews simply because it was what I wanted with a five year warranty instead of one like the one I had originally chosen. I had purchased a heavy duty wax ring but ended up returning it as the one that came with the toilet was more than sufficient. I am very happy with this purchase. I have experienced none of the problems reported on other reviews. The toilet flushes well and once is all that is needed. I do not have any rocking problems and believe me when I tell you that the surface it was mounted on was not level and shims had to be used. My home was built in 1895. It was not installed by a professional just a friend. I love the way it looks and am glad I took the time to browse and compare.,5,43.0,6.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,The throne of thrones,Fixitguy,"August 26, 2013","I read the reviews before I bought this, even some of the negative ones. I have to say I have installed many toilets, this one was a breeze. Some reviews mentioned the stool wobbled, it wouldn't flush unless you held the handle down ( we are dealing with a water conserving toilet) I didn't have any of those issues. The height works good for people with bad knees, which is why we bought it in the first place. After all its difficult to wear out a toilet...",5,9.0,0.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Pretty Good,OwensMama,"June 6, 2013","I like this toilet--it's nice and sleek, much smaller than the original toilet in my 1960's bathroom, and much more water efficient. Also, even though it uses much less water, it still flushes everything down. The only reason I rated it lower than a 5, and a 3 for ease of use, is because sometimes it's difficult to flush. My husband never has trouble with it, but, for some reason, I do. I try to hold the handle down but sometimes it still won't flush. So then I try to flush it quickly--still won't flush. I don't understand it! I keep thinking I'll figure out the trick to it soon but it's been almost a month and I still haven't figured it out...",4,1.0,2.0
lowes.com,https://www.lowes.com/pd/American-Standard-Mainstream-White-WaterSense-Round-Chair-Height-2-Piece-Toilet-12-in-Rough-In-Size/3286026,American Standard  Mainstream White Round Chair Height 2-piece WaterSense Toilet 12-in Rough-In Size (Ada Compliant),Model #3472.128.020,159.0,USD,Great purchase - and we put it to the test,Kes,"August 28, 2011","The day we had this toilet installed (hubby has bad knees, no way was he going to lug it upstairs and install it) I was at work - and about 11 am I started not feeling too well. Called home - ""is the plumber still there?"" ""Nope, he just left."" I headed for home, and the beginning of a 3 day bout with either an e coli infection or a strong stomach virus ( doesn't matter which, the results are the same) Bottom line (pun intended) - we had no problem with the performance of this toilet. It does help to hold the handle down for about 1 second - that enables the flush to completely clean the bowl, but still at much less water than our old one. If people are having to flush 2 and 3 times, either they need to adjust the water level in the tank, or they need to do more than just tap the handle. We love the extra height too - it's been a good purchase for us. Even if I did spend way too much testing it the first week.",4,222.0,54.0
