Market_place,URL,Product_name,SKU,Price,Currency,Subject,Author,Date,Review,Stars
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Powerful flush,Gaby2020,"Jun 21, 2022","The toilet is easy to install, however the tank needs to be positioned carefully and only tighten the bolts alternatively or it will not be flush with the base. The instructions do mention this so follow the directions and you will be fine. I waited 2 weeks to write this review to ensure the toilet works as advertised and to determine if it leaks like some reviews mentioned. I haven't had any issues at all and it flushes very well. Perhaps the leaks are a consequence of not following the instructions carefully and the toilet not being installed properly. I'm very happy with this toilet and the way it looks. It comes with everything you need except the supply line. I used the 12 inch supply line and although it comes with a wax ring, I used a thicker one that has a 5 year warranty.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Nice toilet.,OrganicinClovis,"Jun 4, 2022","Nice toilet for a no frills, basic toilet that gets the job done. The box this came in was a little beat up but the toilet was in perfect condition. It was fairly easy for 1 person to replace the old toilet with this. Make sure you turn off the water before you unhook the hoses. Almost forgot that step. This does come with wax ring so you don't have to buy one of those. Be careful setting it over the bolts that should already be coming out of the floor. If you hit it wrong you could break the toilet base. I recommend 2 people to put it in place if you have room to maneuver it. I like that it has a smaller tank. Takes up less room so I can fit a narrow cabinet next to it against the wall to hold cleaning wipes, trash bags, etc. The handle is a pretty shiny chrome and in the front not the side. I like that better. Easier to spray with disinfectant when cleaning. It comes with a toilet seat that goes slow as it auto closes. But you do have to sort of start the motion or it won't lower by itself. Might be a cool feature if people actually do close the seat/lids on toilet. It sits really nice in the small area it's in. I have an elongated in my bathroom and wanted the same size in the boys bathroom so they'll stop using mine since they like my larger one better. So far no complaints on this elongated one. Now if I can just get them to keep it clean.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Comes with almost everything you need to install,RJJ21,"Jun 1, 2022","The Reliant 2 piece elongated toilet comes with floor bolts, bolt covers, wax ring and a seat so you have everything you need except for a new water supply line. The flush performance is surprisingly good for a 2 inch opening from tank to bowl. The description says the PowerWash rim scrubs the bowl clean with every flush. Sadly, I did not find that to be the case. Out of the box there was some small debris in the toilet bowl. Upon installing, I flushed three times and some of that debris on the side of the bowl did not budge. I had to gently swipe it with a piece of toilet paper to get it off the bowl. Based on this, the bowl scrubbing action of PowerFlush is not working as advertised on my unit. My other complaint is with the marketing that says the trapway is fully glazed. Looking into the trapway from underneath the toilet where waste will eject into the drain shows it is not glazed and the surface is rough. Perhaps this is a defect in my unit but if you are going to market this as a feature, every toilet should be checked to ensure it was properly glazed before it is boxed for shipping. I also found the underside of the rim where water exits to clean the bowl is not glazed. By having a rough and porous surface here, it invites mold growth. My particular model is standard height (15 inches) with a 12 inch rough in and the elongated bowl. My installation location is a 10 inch rough in. I did a lot of measuring to ensure the toilet would fit so I decided to install it in the 10 inch location. After installation there was a 1/4 inch gap between the tank and the wall which was acceptable for me. After a few days of use, no clogs and no need to hold the handle down during the flush cycle to force more water out of the tank during the flush. The toilet has a nice look and the slow close plastic seat is wonderful. I experienced no leaks after installation. While the toilet is working well after a few days of use, I cannot recommend it because the selling features of PowerScrub and a fully glazed trapway are not true for the unit I received.",3
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Excellent Toilet,HomeDepotCustomer,"May 30, 2022","The American Standard Reliant toilet is a great toilet. It comes in 2 pieces(tank & bowl) with a slow close toilet seat included. Easy to follow instructions are included for the installation of the bowl, tank and seat. The installation is relatively simple and quick, but a customer service 800 number is provided if you have any questions. This toilet flushes everything down quickly and quietly. I haven't had any double flushes. And the refill is quick and quiet also. I love the slow close seat. I can't imagine not having one now.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,"Works great, Compact",crazystang70,"May 30, 2022","We chose this American Standard Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet with a White to replace our super small toilet from 1983. The old toilet had a good flush but couldn’t flush a lot because the size of the opening on the bottom. This toilet uses less water but flushed way more. I tried flushing 8 large wads of toilet paper like my son usually ends up doing and it flushed just fine. Installation was super simple, everything worked great first time with no leaks. Compact design works great for smaller bathrooms and children. My wife wanted this in our bathroom but I installed it in our sons bathroom because he is most likely to clog a toilet and it will be much harder now. I would definitely recommend.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,"Easy to install, basic toilet; slight blemish on bowl, seat might be a tad warped. Should last a good while.",WithReviews,"May 23, 2022","When grandma has to use the plunger on your toilet, it might be a sign your old toilet needs to be replaced. Embarrassingly, my old toilet fit this description; it was not really a strong flusher and could easily get clogged. This American Standard toilet is not going to blow you away with any bells and whistles, but it does what it says it’ll do, and it does it well. I have not put it to the ultimate “gallon of golf balls” equivalent test yet, but it has easily handled what I’ve thrown at it, and I like how it looks in our bathroom. The internal hardware is your bare bones toilet accoutrement; no fancy dual flush or anything that will break easily or be hard to maintain when it does, which is good for long term maintenance. No proprietary parts that will cost 2x the generic stuff either. At just 1.28 gallons per flush, it’s pretty efficient even without the “dual flush” function other toilets have anyway. Everything needed to complete the install came with the toilet (minus the tools and perhaps a caulk sealer for the bottom, but that’s expected), so install was pretty simple as well. I did find a small blemish in the porcelain of the toilet bowl, but I don’t notice it unless I’m close to the toilet bowl to clean it. Getting super nit-picky, the seat itself might be a bit warped; one side does not lay perfectly flat on the porcelain ledge when the other side is. Speaking of the seat, it is fairly comfortable to sit in. It does not have a quick release function to help with cleaning around the hinge area, though, which would’ve been nice to have. I like that the bowl doesn’t have any extra “levels” and is smooth all around. Each flush sends a flow of water all around the toilet bowl to keep things fairly clean, and I like that the bowl has a decent level of water in it to hopefully catch stuff without leaving any…uh, skid marks. Overall, this toilet should be easy to clean and hopefully not require cleaning as often. The flush and tank refill are also pretty quiet, which is nice. Overall, I think this is a great toilet that should last many years. I have one other toilet that is about the same age as my old one that this replaced, so while I want to take a few more weeks to put this thing through its paces, this is definitely a strong candidate to replace that toilet as well.",4
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Great toilet with slow close seat,Anonymous,"May 22, 2022","This is a quality standard toilet, with slow close seat and preinstalled valve. Nice features to have out of the box. Everything you need to install comes with it in the packaging, so it is pretty much ready to go, again, out of the box. Pressure for flushing seems to be highly optimized and does flush with with what seems to be higher and more consistent pressure. At I.28 gpf it counts as water saving since most toilets after ‘94 have 1.6gpf or higher. So this will go a long way to save water. I especially love the slow close plastic seat. I always replace the standard seats with slow close plastic ones, and I find them to be more comfortable. So it’s nice that a toilet finally comes packed with one. Valve is pre installed, it’s a two piece setup so just bolt on the tank, put wax ring on, and finish up. All instructions included. Very nice, very efficient toilet. Put this into a new house I am building and am very satisfied with the quality.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Very good toilet,txgent10,"May 20, 2022",We are in the process of replacing all our normal toilets with this type of “golf ball” flushing toilets. While still only using 1.28 gallons per flush they flush with much more pressure and do not get clogged nearly as much. Plus that pressure helps keep the toilet itself looking cleaner. We really like this toilet and would recommend it to anyone. The only short fall of this toilet and most new toilets sold today is it comes with a very light weight plastic seat. I bought and use a much sturdier soft close seat. They don’t cost much and can be found at Home Depot.,5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Nice Design in a complete Toilet Kit,COLEMAN,"May 18, 2022",American Standard has been producing quality bath fixtures for a many years and we have DIY'd there products in several of the homes we have lived-in. We chose to continue that tradition with the American Standard Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White. This is a complete toilet kit. All you need is a toilet ring and the connection for water to the tank. The valve mechanism is preinstalled and the slow-closing seat with the modern design just makes for a nice looking clean install.,5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,"Very good, reasonably priced toilet. Had to purchase a...",Carl,"Dec 7, 2022","Very good, reasonably priced toilet. Had to purchase a new toilet as I had cracked the tank on the one it replaced. I swapped the included fill and the flush valves with the ones in the old toilet. Those were an upgrade to higher end fill valve and an adjustable height flush valve to support our dual flush system. The instructions were good and the installation went without a hitch. Much better flushing action than our old Perfect Flush toilet.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,,JASON,"Dec 7, 2022",,5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,"Reasonably priced, easy to install and works great. Put one...",Dave,"Nov 30, 2022","Reasonably priced, easy to install and works great. Put one in my half bath and liked it so much I bought another and installed it in my kid's bathroom.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,"So far, so good with the new toilet. It...",Lynn,"Nov 30, 2022","So far, so good with the new toilet. It is efficient and is fits well into a smaller bathroom.",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Great Choice,DDC1968,"Nov 29, 2022","Solid looking and elegant. Fits my tush well, being on the bigger side.",4
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,,ROBERT,"Nov 29, 2022",,4
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Gorgeous piece. Easy install. No missing parts. And 1.28 gpf...,Mario RN,"Nov 24, 2022",Gorgeous piece. Easy install. No missing parts. And 1.28 gpf is a win!,5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,Would reccomend,Lucy,"Nov 24, 2022","Easy to install. However, no bolts for tank to toliet connection. Had to by bolts at home depot",5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,,HomeDepotCustomer,"Nov 16, 2022",,5
homedepot.com,https://www.homedepot.com/p/American-Standard-Reliant-2-piece-1-28-GPF-Single-Flush-Elongated-Toilet-in-White-Seat-Included-773CA101-020/319247071,Reliant 2-piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included,1007099439,139.0,USD,How simple it is.,Ernest,"Nov 16, 2022",Good value for the money!,5
